RESPONS_ID,CONTRIBUTR,WORLD_ID,WORLD_LAB,REGION_ID,REGION_LAB,TOT_AREA,LAND_AREA,RN_SITES,EXP_10000,EXP_08000,EXP_06000,EXP_04000,EXP_03000,EXP_02000,EXP_01000,EXP_00500,EXP_00250,EXP_00150,DQ_10000,DQ_08000,DQ_06000,DQ_04000,DQ_03000,DQ_02000,DQ_01000,DQ_00500,DQ_00250,DQ_00150,HUNT_10000,EXAG_10000,INAG_10000,PAST_10000,HUNT_08000,EXAG_08000,INAG_08000,PAST_08000,HUNT_06000,EXAG_06000,INAG_06000,PAST_06000,HUNT_04000,EXAG_04000,INAG_04000,PAST_04000,HUNT_03000,EXAG_03000,INAG_03000,PAST_03000,HUNT_02000,EXAG_02000,INAG_02000,PAST_02000,HUNT_01000,EXAG_01000,INAG_01000,PAST_01000,HUNT_00500,EXAG_00500,INAG_00500,PAST_00500,HUNT_00250,EXAG_00250,INAG_00250,PAST_00250,HUNT_00150,EXAG_00150,INAG_00150,PAST_00150,URBN_10000,URBN_08000,URBN_06000,URBN_04000,URBN_03000,URBN_02000,URBN_01000,URBN_00500,URBN_00250,URBN_00150
ROOWQ,CDRBG,7,Western Asia,56,Turkey,761902,756994,250-499,Low,Low,Low,High,High,High,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Unknown,Unknown,Unknown,common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
ROPWA,CPLDZ,7,Western Asia,56,Turkey,761902,756994,250-499,Low,Low,High,High,High,High,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Moderate,Good,common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
ROWUY,CPADS,7,Western Asia,56,Turkey,761902,756994,50-249,Low,Low,High,High,High,High,Low,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RQIJH,CRIQZ,7,Western Asia,56,Turkey,761902,756994,> 1000,Low,Low,Low,High,High,Low,Low,None,None,None,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),none,none,common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RQXJT,CLCCI,7,Western Asia,56,Turkey,761902,756994,250-499,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RRMJZ,CZEJW,7,Western Asia,56,Turkey,761902,756994,50-249,High,High,High,Low,Low,Low,None,None,None,None,Moderate,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,Unknown,Unknown,minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RSVGU,CBBHH,7,Western Asia,56,Turkey,761902,756994,250-499,High,High,Low,High,High,High,Low,High,High,High,Moderate,Good,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RVISC,CDOCZ,7,Western Asia,56,Turkey,761902,756994,250-499,Low,High,High,High,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RVSVB,CYPUS,7,Western Asia,56,Turkey,761902,756994,> 1000,High,High,High,High,High,High,High,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
RWNDB,CGLZX,7,Western Asia,56,Turkey,761902,756994,> 1000,Low,Low,Low,High,High,High,Low,None,None,None,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,minimal (<1%),none,common (1-20%),none,none,none,widespread (>20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RXPML,CMKTD,7,Western Asia,56,Turkey,761902,756994,500-999,Low,Low,High,High,High,High,High,High,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RYTRI,CENPM,7,Western Asia,56,Turkey,761902,756994,50-249,High,High,High,Low,Low,Low,Low,None,None,None,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,widespread (>20%),minimal (<1%),none,minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Present,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RZBED,CEOOR,7,Western Asia,56,Turkey,761902,756994,50-249,High,High,High,High,High,High,Low,Low,High,High,Moderate,Moderate,Moderate,Good,Good,Moderate,Moderate,Moderate,Good,Good,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RZVGG,CRNIW,7,Western Asia,56,Turkey,761902,756994,250-499,Low,Low,High,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RANVE,CRCOT,7,Western Asia,57,The Caucasus,185585,184232,50-249,Low,Low,Low,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,common (1-20%),minimal (<1%),none,minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RGSWF,COHXL,7,Western Asia,57,The Caucasus,185585,184232,250-499,None,None,Low,High,High,High,High,Low,None,None,Unknown,Unknown,Moderate,Good,Good,Good,Good,Moderate,Unknown,Unknown,none,none,none,none,minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),none,none,none,none,none,none,none,none,none,none,none,none,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RHKSW,CDRBG,7,Western Asia,57,The Caucasus,185585,184232,50-249,Low,Low,Low,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RBGZZ,CSMXR,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,50-249,High,High,High,High,High,High,Low,Low,High,High,Good,Good,Good,Good,Moderate,Good,Moderate,Moderate,Moderate,Unknown,minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
REMUV,CDRBG,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,Low,Low,Low,High,High,High,Low,Low,Low,Low,Good,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RFAJZ,CPWSX,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,High,High,High,High,High,Low,Low,Low,Moderate,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RGMBB,CKTHZ,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,High,High,High,Low,Low,High,Low,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),minimal (<1%),none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RGZRB,CEOOR,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,500-999,High,High,High,High,High,Low,Low,High,High,High,Good,Good,Good,Good,Good,Good,Good,Unknown,Unknown,Unknown,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RHGDX,CWYGY,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Moderate,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RHGVA,CAFXR,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,High,High,Low,Low,Low,None,None,None,None,None,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RHTJG,CAGRI,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,High,High,High,Low,Low,Low,None,None,None,None,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RIHMR,CPBNJ,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,High,High,Low,High,Low,Low,None,None,None,Good,Good,Good,Good,Good,Good,Good,Unknown,Unknown,Unknown,widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RIRBZ,CBDIY,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,Low,Low,Low,Low,None,None,None,None,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
RISSV,CRGJT,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,500-999,Low,High,High,High,High,Low,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RJLLS,CJDEY,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,High,High,High,High,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RKOEM,CHJYM,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,50-249,High,High,High,Low,Low,Low,Low,None,None,Low,Good,Moderate,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,Moderate,widespread (>20%),common (1-20%),none,none,common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RKPIQ,CORGD,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,Low,Low,Low,Low,None,None,None,None,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
